0,1
0.01,0.9999
0.02,0.9996
0.03,0.999101
0.04,0.998403
0.05,0.997506
0.06,0.996413
0.07,0.995124
0.08,0.993641
0.09,0.991965
0.1,0.990099
0.11,0.988045
0.12,0.985804
0.13,0.983381
0.14,0.980777
0.15,0.977995
0.16,0.975039
0.17,0.971912
0.18,0.968617
0.19,0.965158
0.2,0.961538
0.21,0.957763
0.22,0.953834
0.23,0.949758
0.24,0.945537
0.25,0.941176
0.26,0.93668
0.27,0.932053
0.28,0.9273
0.29,0.922424
0.3,0.917431
0.31,0.912326
0.32,0.907112
0.33,0.901795
0.34,0.896379
0.35,0.890869
0.36,0.885269
0.37,0.879585
0.38,0.87382
0.39,0.86798
0.4,0.862069
0.41,0.856091
0.42,0.850051
0.43,0.843953
0.44,0.837802
0.45,0.831601
0.46,0.825355
0.47,0.819068
0.48,0.812744
0.49,0.806387
0.5,0.8
0.51,0.793588
0.52,0.787154
0.53,0.780701
0.54,0.774234
0.55,0.767754
0.56,0.761267
0.57,0.754774
0.58,0.748279
0.59,0.741785
0.6,0.735294
0.61,0.72881
0.62,0.722335
0.63,0.715871
0.64,0.709421
0.65,0.702988
0.66,0.696573
0.67,0.690179
0.68,0.683807
0.69,0.677461
0.7,0.671141
0.71,0.664849
0.72,0.658588
0.73,0.652358
0.74,0.646162
0.75,0.64
0.76,0.633874
0.77,0.627786
0.78,0.621736
0.79,0.615726
0.8,0.609756
0.81,0.603828
0.82,0.597943
0.83,0.592101
0.84,0.586304
0.85,0.580552
0.86,0.574845
0.87,0.569184
0.88,0.563571
0.89,0.558005
0.9,0.552486
0.91,0.547016
0.92,0.541594
0.93,0.536222
0.94,0.530898
0.95,0.525624
0.96,0.5204
0.97,0.515225
0.98,0.5101
0.99,0.505025
1,0.5
1.01,0.495025
1.02,0.4901
1.03,0.485225
1.04,0.4804
1.05,0.475624
1.06,0.470898
1.07,0.466222
1.08,0.461595
1.09,0.457018
1.1,0.452489
1.11,0.448009
1.12,0.443577
1.13,0.439194
1.14,0.434858
1.15,0.430571
1.16,0.42633
1.17,0.422137
1.18,0.41799
1.19,0.41389
1.2,0.409836
1.21,0.405828
1.22,0.401865
1.23,0.397947
1.24,0.394073
1.25,0.390244
1.26,0.386458
1.27,0.382717
1.28,0.379018
1.29,0.375361
1.3,0.371747
1.31,0.368175
1.32,0.364644
1.33,0.361154
1.34,0.357705
1.35,0.354296
1.36,0.350926
1.37,0.347596
1.38,0.344305
1.39,0.341052
1.4,0.337838
1.41,0.334661
1.42,0.331521
1.43,0.328418
1.44,0.325351
1.45,0.322321
1.46,0.319326
1.47,0.316366
1.48,0.31344
1.49,0.310549
1.5,0.307692
1.51,0.304869
1.52,0.302078
1.53,0.299321
1.54,0.296595
